Puan,Yorum
1,Bu kitap ikinciden iyi
0,kapak baskısı hoş olmuş
0,İçeriği bana doyurucu gelmedi Bir yabancı yazar olduğu bizim kültürümüze ulaşabileceğimiz eşyalara pek uygun gelmedi
0,yazarı masallarla ilgili bir röportajı dolayısıyla tanımıştım anlattıklarından dolayı beklentim büyüktü hemen hemen çoğu kitabını bir çırpıda aldım önce kendim okudum entellektüel kapasitesinden dolayı beklentim büyüktü tam bir hayal kırıklığı yaşadım diyebilirim bir kere kitapta karagöz lü kitaplarında anlatımı dağınık bir yetişkin olarak benim dahi anlamakta zorlandığım bölümleri cümleleri var kitabın son bölümünde yok regl megl kız çocuklarına yok mandalinalar büyümüş falan ilkokul çocukları erken cinsel üstelik argosunu mandalina büyümesi falan saçma sapan laflarla bilgiler vermenizi gerektirebilecek bölümler içeriyor yayınevi arkasına yaş grubu olarak 9 yazmış bence 13 olması gereken bir kitap
0,Kardeşim kendisine almıştı okuyamadığını söyledi kurgusundan dolayı
0,Beklediğim çıkmadı çeviri olarak beğenmedim güzel olabilirdi
0,Bilmiyorum içindeki bilgileri çıkarırsanız geriye kurgu namına kalır Ben bebeğim
0,Çocuklara Ramazan sevgisi aşılamaya çalışan bir kitap
0,Yazar kitabı yazdı amaçla yazdı inanın anlamış değilim Sürükleyici desen değil öğretici değil düşündürücü değil Doğru düzgün bir son yok O kadar saçmalı yaşandı anlamı yok
1,Sıkılmadan okuyabilirsiniz Dili oldukça sade baskısı güzeldir
0,Kitap Hacamatın faydasından bahsediyor bilinçlendirme ağırlıklı ben kitapta hastalıklara göre hacamat noktalarını bulmayı umuyordum süleyman gök ün kitabı konuda açık tercihinizi ona göre yapınız
0,Okurken yazarın akademik geçmişi olduğunu hissediyorsunuz Cümleler sizi yormuyor Ama ben şimdi bunu okudum diyorsunuz Bir hikaye dışında anlamlandırılamayan öykülerdi
1,Okuması keyifliydi güldüren sözleri var
1,merakla okuyorum bitince harry potter lanetli çoçuk u alıcam seriye bayıldım
1,Geldiği başladığım severek okuduğum bir kitap oldu Akıcı merak uyandırıcı anlatıma sahip Kendini bir çırpıda okutuyor Okumanızı tavsiye ederim
0,etkinlikler basit yüzeysel açıklayıcı bir şekilde anlatılmamış verim alamadım alanla ilgili faydalanabileceğim başka kaynaklar varsa bilgi almak isterim
0,Mizah anlayışı gelişmemiş ergenler ideal kitaplardan
0,okurken bayağı sıkıldım bitiremedim olağan dışı bir olmuyor bir kızın hayatı var sadece
1,Değişik bir konusu olmasa yazar serinin sonunu getirecek diyerek okudum Ben bir çıkar yol bulamadım Umuyorum benim istediğim biter Beklentilerimin üstünde çıktı
0,Bu konularla ilgili önce okuduğum David Perlmutter ın tahıl beyin bağırsak beyin kitabından sonra bayağı geldiğini söylemek isterim Bence iki kitaptan sonra kitabı okumaya gerek yok
0,Hz Hatice aldığım tat bambaşkaydı bir solukta okumuştum Hz Zeynep kitabı fena değildi Ancak Sebe Kraliçesi Belkıs yazılmak yazılmış bir kitap Gereksiz uzatılmış Olay konunun özünden çıktı Okumak okudum Tavsiye etmem
1,Okuduğum distopyalardan sayfası ayrı bir macera aksiyon gerçek bir yükseliş
1,başucu kitabı başarı hayat emek tecrübe yaşanmış gerçek hayat mükemmel bir rehber kitap emeği geçenleri gönülden tebrik ediyorum kitap yazı büyüklüğü dizgisi farklı tasarımı sizi sıkmadan elinizden bırakamayacağınız bir eser herkese tavsiye ediyorum
0,HEDİYE OLARAK GELDİ KENDİMİ ZORLAYARAK OKUDUM YAŞAM ŞEKLİMİZE AYRIKI BETİMLEMELER OLDUĞU İÇİN BEĞENMEDİM
0,bir kere açıp okumadım gereksiz bir kitap bence
1,Bu kitabı okurken gerilmediğimi söylersem yalan söylemiş olurum sonu zaten ayrı bir şoktu benim gerilim sevenler kaçırılmaması gereken bir kitap
0,henüz yeni başladım sevmediğim kabul etmediğim bölümler var
0,Arkadaşlar seriyi tamamen almayın bence Serinin ilk kitabını okuyun önce Şahsen ben 2 Kitabın yarısında bıraktım bunaldım sürekli ayrılıp barışan bir çiftimiz var ciddi anlamda basit bir wattpad kitabı olduğunu düşünüyorum Ama okuması kolay inglizcenizi geliştirmek istiyorsanız inglizcesini okuyun derim
0,Ursula K Le Guin kısacık bir öyküsünden ibaret görsellerle şişirilmiş bir kitap Aynı öykü yazarın Gülün Günlüğü isimli kitabında mevcut
1,Ömer Hayyam ı ilk olarak yıllar önce Amin Maalouf un Semerkant kitabında görmüştüm Oradaki rubailerine hayran olup internetten birçoğunu okumuş ezberlemiştim Şimdi kitabını okumak ayrıca bir keyif verdi Bu tür eserlerde tek problem gerçekten yazara ait sorusu Gerek çeviri gerekse kaynaklar üzerindeki titiz çalışma takdire şayan
0,Çok akıcı heyecan verici bir kurgu Kitabı elinden bırakamıyorsun Ama okumasan olur kitaplardan kişiye kattığı hemen hemen hiçbirşey yok
1,Sabahattin Ali nin güzel kaleminden akıcı bir kitap severek okumuştum arkadaşıma hediye olarak aldım
1,Serinin anlaşılır kitaplarından Diğer mesleklerde detaylar teknik kalırken kitaptakiler önce çiftlik görmemiş bir çocuk bile açık hayatın içinden geliyor
0,Kitabın yarısından çoğu bibliyografyadan oluşuyor Kesinlikle tavsiye etmiyorum Mısırbilimi ilgilenenler beş para etmeyecek bir kitap ancak ben yalnızca üstünkörü bilgi edinmek istiyorum diyorsanız beğenebilirsiniz
1,İnsana bir şeyler katıyor fiyatına göre bilgisi bol bir kitap
0,kitapta pek aradığımı bulamadım yazık Beklentimi karşılamadı
0,Daha lirik romantik bekliyordum öyle değil Daha dönemin iç dış siyasal olaylarını üstü kapalı şekilde anlatıyor
1,Kahraman Türk kadınlarının hikayesi Oldukça etkileyici dokunaklı
1,mitoloji zaman ilgimi çekmiştir kirke mitler güzel hikayelerle bezenip bir romana dönüştürülmüş dili basit okuması keyifli oldukça eğlenceli bazen durağan bazen maceralı bir hikaye okuyun
0,kardeşim pek beğenmedi 3 yaşında
1,Kesinlikle mutsuz olan herkes okumalı Hayatınızın değişeceğini söyleyebilirim
0,Biraz fazla yogundu Daha cok masal olabilirdi
1,Oğuz Atay ı beğenerek okumuşsanız yazarın hakkındaki detayları bilmek istiyorsanız müthiş bir kitap elbette hızla okunacak bir kitap değil notlar tutuyorsanız alacağınız not olacaktır tahmin ediyorum Oğuz Atay dışında tip kitaplara ilgi duyduğumu anladım
0,Okurken hiçbir anlamadığım bir kitaptı
0,Kitap cümleden oluşan paragraflardan müteşekkil Yeni bir şeyler arayanlara heyecanla bakanlara sesleniyorum pişman olabilirsiniz
1,Serinin mükemmel kitaplarından bir çözüme kavuşuyor Filmlerde havada kalan konuyu dahasını kitapta detaylıca öğrenebiliyorsunuz
1,Yaşanmış hikayeler hüzünlü oluyor
1,kitap gerçekten etkileyici fakir baykurtun başka kitaplarını kesinlikle alacağım
1,HERKEZ İÇİN ÇOK ZOR ZAMANLARDI DİYE ANILAN 80 Lİ YILLAR KAREŞİN KARDEŞİ KATLETTİĞİ AMA İÇİNDE AŞK VE HEYECANIN DA YAŞANDIĞI FARKLI ÇOĞRAFYA FARKLI İNSANLAR HÜZMESİNİN YAŞADIĞI OLAYLAR
0,Adı üstünde senaryo yazma tekniği
0,Gelen kitap 96 sayfadan 129 a atlıyor bandrolüde var ancak dikkat edilmesi gerekiyor
0,Aslında kitap tamam çıkmış soruları veriyor güzelce 2 husus var birincisi renkli baskı olmadığından mantık sorularında soruları anlayamıyorsunuz direk olarak Çözmesi zorlaşıyor İkinci husus birbirine bağlı sorularda başlık yanlış yazılmış Örneğin 27 28 sorulara göre cevaplandırınız yazıyor internette orjinaline baktım biribirinden bağımsız çözün diyor soruları Bu önemli bir etken Soruları çözerken ben aralarında bağlantı var çözmeye çalışıyorum halbuki
1,köşe yazılarını zevkle okuduğum yazarın kitapları tabi beni kendine çekiyor
0,elime alışımda yarım bıraktığım eser
1,Çocuklara ünlü insanları tanıtmak güzel bir kitap serisi Kim Kimdi serisi Hem biyografi türünü öğrencilere tanıtmak ünlü kişilerin hayatından dersler çıkarmak önemli bir eser Ayrıca ünlü romancı Jules Verne i tanımak onun kitaplarını okumak istek uyandırıyor 4 sınıftan itibaren ortaokul öğrencileri okuyabilir
0,Sayfaları 1 hamur olmamakla beraber biraz fazla detaya inmiş bence Hocanın yanında ek kaynak olarak kullanılabilir tabii gerekli göremedim kitabı
0,başka bir yayınevinden öyküleri okumuştum açıkçası etkilemedi beni zaman geçirmek okunabilir
0,Akademik bir kitap okunabilir
0,Sizde tuhaflık bırakan karıştıran anlamayan bir roman Yani yazma yeteceğiz var anlayış bütünleme yok
0,Büyük umutlarla aldığım bir kitaptı fakat okurken hazza ulaşamadım Hayal kırıklığına uğradım Mitoloji sevenler hikayeci bir anlatıma sahip
1,enfesti yerine iyisini bulamadım
1,toplumcu gerçekçi eser sevenler bir başyapıt
0,adıyla hıc alakasız bır kıtap tarıf edemem bır ergenın ıc dunyası uygun bır ısım olurdu herhalde cookk bol vaktınız varsa okunabılır
0,Risale i Nur Ağabeyler Anlatıyor isimli kitaplar yazmış bir yazardır Türkçülük üzerine birikimi var derlemeleri yapıyor aklım almıyor
1,Saramago nun hikayelei ciddi anlamda merak heyecan uyandırıyor Bu kitabını zevkle okudum
0,Inşaat alanında fazla yoğunlaştığını düşünüyorum Farklı mühendislik dalları etkileyici olduğunu düşünmüyorum Severek okumadım
0,burdaki güzel akıcı vb yorum yapan arkadaşlar sanırım gerçekten iyi akıcı kaliteli polisiye kitabı okumamışlar şimdiye kadar okuduğum polisiyeler arasında sıkıcı kötü polisiye olduğunu söyleyebilirim kitapları yarım bırakma huyum olmadığı okudum karakterlerin geri dönüşlerine yerverilmiş geri dönüşlerin konun ilerleyişi sonucuna etki edecek hiçbir alakası yok sırf 150 sayfa olmasında 360 sayfaya uzasın kitap konulmuş polisiye dediğin gizemli olur sayfalar merakla akar aradbir heyecan zirve yapar kitapda hiçbiri yok keinlikle zaman kaybı
1,halil inalcık okunmaz
1,Hacmi fakat derinliği olan bir kitap herkes okumalı
0,Kitabı zor bitirdim Çok sıkıcı bir olay örgüsü bile yok ilk kitapta azından bir olay peşinden gidiliyordu
1,Farsça öğrenenler faydalı kaliteli bir kitap Kesinlikle tavsiye ederim
0,yazıkki beğenmedim
0,Kampanyada olduğu almıştım pek beğenmedim
0,Tamam gercek bir hikaye olabilir resimler cok ürkütücü çocuğun böyle bir korkusu yoksada kitabı okuduktan snra uzaylı canavar karanlıktan korkmaya başlayan bir cocuğunuz olabilir
1,Akıcı üslup müthiş anlatım Diğerini sipariş vereceğim
1,Mustafa Kutlu nun okuduğum ilk kitabı Sade yalın bir dili var yormuyor
1,imana sahip insanın okuması gereken bir eser etkileneceğinizi düşünüyorum
1,eski türkçenin güzel şekilde kullanılarak kelime haznemizi genişleten güzel bir kitap Kitapra benim ilgili çeken vurucu cümlelerin olması mesela insanın gönlüne tanrı makamından bir nur düşerse kişi emsaline karşı yükselmiş olur En seven büyük işleri başarmak zorundadır Şöyle aşık olan zaten alacağını almıştır artık bir isteyemez Bundan geri verecektir verecektir
0,Haçlıları Müminleri 12 yüzyılı anlamak adına ben pek bir bulamadım Bir adamın kendinden başka kimseyi hele 900 yıl sonra kimseyi ilgilendirmeyecek anıları
0,kesin aşık oldu işe yaramadı bende tuğçecim
1,Osmanlı tarihini anlatan harika bir kitap
1,iyi bir kitap iki günde bitirdim
1,Hz Yusuf un hüzünlü hayat hikayesi
1,Garip Akımı nın üç şairinden yazarından Orhan Veli Kanık Oktay Rıfat Horozcu Melih Cevdet Anday biridir Oktay Rıfat Bu eser şairin toplumsal olay konu olguların şiire döküldüğü şiirlerinin bir araya geldiği bir kitap Okunur
0,kitabın başlığı açıklaması zaten boş bir kandırmaca olduğunu anlatıyor
0,Pinokyo öyküsünde kurnazlık aldatılma pek olumsuz örnek yaşantı bulunmakta Bu kitabın çocuklara okunması okutulması sakıncalı
0,Burdaki yorumlara dayanarak almıştım kitabı Daha önce böyle öyküler okuduğumu hatırlamıyorum Kesin derinlerde bir anlatmak istiyor kendimi paraladım bir çıakramadım Benim zaman kaybı oldu Ne yazık başka bir kitabını almıştım
0,Daha doyurucu bir kitap bekliyordum beklediğimi bulamadım İncelemeden almamanızı tavsiye ederim
0,Kadından kentleri okuyup beğendikten sonra yazarın diğer kitaplarını aldım okudum hayal kırıklıkları kitapta devam etti benim
1,Farsça ogrenmeye başlayanlar altın değerinde bir eser
0,pek memnun kalmadım 2 3 yaşa uygun değil
1,Serinin sonuna yaklaştıkça heyecan artıyor bence Herkes okumalı
1,Çok güzel hazırlanmış eğlenceli bir kitap
1,konuda yazılan nadir güzel eserlerden
1,Falih Rıfkı Atay ın sağlam kalemine şükranlarımı sunarım
0,Bilim sözdebilim ayrımı üzerine yazdığım tez sebebiyle kitabı duyar duymaz edindim çalışmama faydasının yanı sıra verdiği bilgilerle eleştirel düşünmenizin yolunu açıyor gördüğümüz logu bilim adamı sanmamamız adına okunması gerek dili bir bilim kitabına göre oldukça akıcı sade tavsiye olunur
1,Konu güzel işlenmiş Dışarıda hayat var eğlence var
0,oğlumla beğenmedik Daha anlaşılır bir dili olmalıydı
0,Biraz felsefik bir kitap olmuş Nazan Bekiroğlu okumaya bayılırım kitabında sıkıldım
0,Tipik batıcı kafası yazılmış Yani modernizm neyi emrediyorsa zihninin düşünmesini istiyorsa öyle yapmış İsmail beyi Bilginin yaşamın hayatın kaynağını ilahi olanda değil ilahi olanın yarattığı beşer üretimi idolojiyi alırsanız maalesef böyle oluyor
1,okunulası bir seri Filmi çıkmalı bence
1,Pearson muhtesemligi prensesin kendi basimin caresine bakabilirim mesaji süper okumalara doyamiyoruz 3 5yas
1,ismet özel okumak bir başka orjinal tespitler
1,Şerif Baştav hocamızın değerli bir eseri Kısa öz bir anlatım Hun tarihine ilgi duyanlara tavsiye ederim
1,ilk mitolojik bir kitap okuyorum zorlanmadan bitirdim akıcı bir kitap mitolojiye meraklı olanlar kesinlikle okumalı
0,Doppler den sonra tam bir hayal kırıklığı oldu benim
0,Erich Fromm okumak bir zevk var Say yayınlarının tercüme dili bana uymuyor bir şekilde Arıtan basımlarını bulup okuyorum
0,Akıcı gelmedi yarım bıraktım sonra tekrar deneyeceğim
0,İlişkiyi olumsuzluk ayrılık üzerinden anlatmış yerleri güzel olumsuz bakış açısı olmamış
1,bildiğiniz güvenli yollaarı unutun kitaba odaklanın derimm
1,oldukça iyiydi tavsiye ediyorum akıcı bir kitap
0,Çok basit özet anlatılmış Cep kitapçık Ancak detaylı bir kaynak istenilerse yetersiz kalabilir
0,Bu serinin diğer kitaplarını beğendim kitap tatmin edici değil
1,gün tvlerde internette gordugumuz bize sıradan olaylar gelen bircok olayin gerçek yüzünü ogrenebilecegimiz okurken bolgeyi anlayip genel bir horus kazanabileceğimiz gene okurken dislerimizi sıkarak mazlumlar uzerinde oynanan haksiz oyunlari okuyabileceğimiz bir kitap yazarin elelrine saglik
0,Beklentimi karşılamadı Benim pek hoşuma gitmedi
0,akıcı bir dönem romanı fazla edebi olmasa bile okuması keyifli
1,Sartre yi anlamak okunması gereken bir otobiyografi
0,Öykü türünü sevmeme rağmen yazık Tahsin Yücel in kitabındaki öykülerini sevemedim Çok sıkıcı geldi bana Tavsiye edebileceğim bir kitap değil maalesef
1,şiirlerini seviyordum düz yazısını beğendim
0,Çok sevemedim kitabı
0,Başladım yarım kalmasın bitirdiğim bir kitaptı Çok fazla betimleme var betimleme sevmediğim sıkıcı geldi konusu sıradandı bence
1,sevdiğim murakami romanı bitmesin istedim
0,kitabın ilk sayfasındaki cümleler çocuklar uygun değil aldigima pişman olduğum nadir kitaplardan
0,Kitap zaten 100 sayfa bunları birde resimler başarı hikayeleri ekleyince kitabın çoğunluğunu kaplıyor Geriye kalan küçük bir kısımda ufak ufak şantiyeyle ilgili bilgiler öğrendim
1,Felsefi düşüncelerin serüvenine bakılması gerektiğine dair yöntemi içinde bulunduran düşünürlerin hayatına değinirken tarihsel serencamı gayet başarılı bir şekilde ortaya koyan önemli bir eser
0,kitabın yorumlarına bakarak kitabı almaya karar verdim sevemedim ilk sayfadan itibaren itti yarısına kadar geldim yok işkence hissettim bıraktım
1,denir okuyunuz
1,Sade dili akıcılığı herkesin anlayabileceği kolaylıkta Harika bir eser Bilhassa gençlerimiz okumalı
1,oğlum oskarla birlikte sesleri tekrara başladı bizim kitap iyi oldu ayrıca çizimleri güzel canlı
0,Gerçekten yorumlarda okuduğum felsefi Ben bile zor anlıyorum Her okuduğumda yeniden yorumlamaya çalışıyorum
1,Oğlumun kütüphanesinde ışıldıyor Levent serisi Bu kitap diğerleri güzel
0,Adam Kısacık bir olayı koca bir kitap h line getirmiş Oysa ben Kitabı stephen king in büyük bir yazar olduğunu bildiğim almıştım
1,Giddar 1 2 yi beğendiğimden dolayı yazarın kitabı çıkınca hemen sipariş verdim kitap akıcı gerçekten iyi kurgulanmış final bölümü biraz iyi olabilirdi Giddar 1 2 arşa çıkardığı fantastik kurgu çıtasının altında kalmış
1,inalcık hocanın eserleri kıymetli mutlaka okunmalı
0,Zaman kaybı olduğunu düşünüyorum malesef
1,Anne bana Kadir İ oku severiz
0,Adı güzel gazelden Şiir i severim yazmak kadar Burada yazılanı sevemedim yazık
0,Zamanı bol olanların okumasında mahsur yok
1,Hangi baba Sadece babalar değil annelerde okumalı
0,Edip Cansever e bir şans verip kitabını okudum diğer kitabı bunu beğenmedim Uygunsuz bir kaç kelime vardı Tanrıya uygun olmayan kelimeler kullanmış
0,başka ikitaplar tercih edilmeli
1,savaşın kötülüğünü güzel anlatan bi kitap okunması gereken eser ağlayarak okudum bir solukta
1,Ciltli olanı almanızı tavsiye ederim Kitaplığımın gözbebeği
0,hikayesi resimleri güzel bir kitap kesinlikle tavsiye ederim
1,okurken eski türkçeye merak salacağınız bir kitap ah güzel
1,İçindeki ayet yorumlama soruları LGS ye uygun hazırlanmış
0,Biraz ağır gidiyor sıkıcı
1,Sinema ilgililerinin mutlaka elinin altında bulundurması gereken bir yapıt Nijat Özön ün yapıtı tavsiye ederim
1,Teizmin tanrı delillerini eleştirel bir tarzda ele almış El kitabı mahiyetinde Keyifle okudum
0,an okuyorsunuz iyi güzel akılda kalıcı yok okunabilir
0,beğenmedim Boşuna aldığım bir kitap oldu tek iyi tarafı imzalı olması
0,zor bir kitap okuması anlaması kolay muadili kitaplar varken kitabı tercih etmemenizi öneririm
0,Bugüne kadar seriden okuduğum iyi kitaptı evet inkar etmiyorum kadar kasvetliydi içim sıkıldı resmen Üzerime karabasan çöktü sayfalar Yazar gerçekten yazdıklarını okuyucuya hissettirme konusunda inanılmaz başarılı bana göre değilmiş Bu tarz severlere tavsiye ediyorum sadece
1,İlham veren kadınların hikayelerini okumayı sevdik
0,Sonlara doğru sıkıldım Birbirinin tekrarı cümleler Her bölüme aynı tarz girişler Meteoroloji müdürü hava durumundan bahsetmeler
0,Beklentimin altında kalan bir kitap oldu Kendisi öykü editörü olan Gulçin maalesef öyküde kurgu konusunda sınıfta kalmış
1,Peygamberimiz sav mucizelerinin toplandığı bir başyapıt
1,Kurgu olması bile allak bulak edecekken insanı kitabı okurken içimden dehşetle geçen Bu kadın bir insan bunları yaşadı Nasıl dayandı oldu İnsan olan insan kalabilen hiçkimsenin içine yangın düşmeden okuyamayacağı bir kitap Okuyun görün dibe bile vurmuş olsa oradan çıkmayı isteyen insan kendinden bir kahraman yaratabilir Teşekkürler ilham verdiğin umut olduğun Somaly Mam
0,pek güzel olmamış
1,Bilim kurgu yazarlarının iyisinden güzel bir seri
0,Bizans tarihi başlığı attıktan sonra cüssede bir kitap komik olmuş açıkçası ben bilgi bakımından yeterli görmedim
0,Felsefeye giriş alınıp okunulabilecek bir kitap Felsefi akımlar hakkında fazla detay isteyenler tercih etmemelidir Ancak nedir felsefe merak edenler biçilmiş kaftan
0,Başarılı bir çalışma olduğunu düşünmüyorum Sadece İlber Hoca farkı
0,herkesin tavsiyesi okudum begenemedim sadece bir kadin bir adama mektup yazmis kitap bundan ibaret hicbir olay vs yok acikcasi oyle cok bayila bayila önerilecek bir kitap degil
1,Yasaklamak çözüm değil önemli olan kuralları koyup uygulanmasını sağlamak Diyor yazar
0,lise li gençlerimizin okuyabilecegi türden konu güzel okuması rahat benlik bi kitap değildi
1,İslam tasavvuf düşünürü Muhyittin İbn Arabi nin binlerce yıllar öncesine dayanan ebced hesabı dinler tarihi araştırmacısı Serhat Ahmet Tan ın yorumları güzel bir kıtap Tavsiye ederim mutlaka okuyun
0,Yazarın diğer kitaplarının yanında sönük kalmış İçerik olarak diğer kitaplarını okumak doyurucu Bu kitap biraz satalım kazanalım mantığı yapılmış Yazarın diğer Kitaplarını Akıldışı Öngörülebilir Akıldışının Mantığı nı tavsiye ederim
0,Çok beğenildiğini görmüştüm başlık dikkatimi çekince hemen aldım fakat almasam olurmuş Psikolojiyi olumsuz etkileyecek manasız bir kitap olduğunu düşünüyorum üzgünüm
1,Mustafa Güzelgöz muazzam öyküsü gerçekte yaşanmış olması gerçekten etkileyici
0,Bu kitapta kadınlara fazla ayrıcalık verilmis ben sevmedim
0,Sayfaları kaliteli olabilirdi
1,Kendini okutturuyor Değişik hikayeler vardı
0,Konusu ilgi çekici olan çevirisinden kaynaklı anlam bütünlüğü kurulamayan bölümlerden oluşan büyük bir merakla almış olduğum hayal kırıklığıyla sonuçlanan bir kitap
1,çocuklarımızın küçük yaşlarda ders çıkarabileceği güzel bir eser
0,zoraki okudum keyif almadım açıkçacı
1,Klasik bir eser İlgi çekici bir hikaye Teşekkürler HB
1,yanına kahvemi alarak 1 saat içinde okudum acayip derecede etkileyici platonik aşkın boyuta ulaşabileceğini iyi yansıtıyor sonunda işte bir buket beyaz gül ağlamama sebep oldu
1,Jung bir yaklaşımla yazılmış iyi bir kitap
0,İnanılmaz kasvetli bir kitap kesinlikle önermiyorum
0,Yazarın beğenmediğim tek kitabı
0,bir Sherlock Holmes kitabı orjinalinin tadını vermiyor yazıkki
0,tekrara düşmüş
0,Günlük hayatta eleştirilmesi rutin haline gelmiş malum siyasi karakterin üzerine odaklanmış bir öykü kitabı Diktatör kelimesi üzerine pek yazarın öykülerinden oluşuyor Bana oldukça zorlama geldi Bir iki öykü hariç beni tatmin etmedi
0,ufuk açıcı olmadı benim
1,İngilizcemi geliştirmek almıştım Çok beğendim
1,hadis ilgili temel kitaplardan
1,Bu kiapta şemsiyesini yanından ayırmayan Toto yu anlatıyor Bu kitabı okurken eğelendim
1,Tamamen bilimsel verilere dayanan mükemmel bir kitap Anne babaların mutlaka alması gereken harika bir kaynak Okuyun okutun
0,DEĞİŞİK FARKLI AÇILARDAN BAKILMIŞ BİR KİTAP DÜŞÜNDÜRÜCÜ BANA BAZI YERLERİ ZOR GELDİ
1,Özel ilgi gerektiren bir çocuğunuz varsa mutlaka okumalısınız
0,Beklediğimden kötü çıktı Tarihler arası geçiş fazla fazla kopuk
1,Teslimiyet olur öğreniyorsunuz okuyun şiddetle tavsiye ediyorum
1,Okur un yeni sayını sabırsızlıkla bekliyorum
0,Konunun etrafında çokça dolanıp evet birazdan söyleyecek dedirtip tekrar zikzak çizen bir eser Belli yazar konu alakalı ancak bir ara perdeden gidiş hali var Ben dokunmadim dokunmayacaksiniz malesef ışık var orada ona bakın yeter der Konu ağır biliyorum yazar vardır En ağır olanı anlaşılır hale getirmek bir aracı Bilgi sorumluluk ister Emeğine sağlık ancak bana gelir oldu kaldı orada
1,puanları değerlendirecek güzel ayraçlar
0,Fırat ın hayatını umduğum anlatamamış
0,Sanki tanidigim Arabi nin degil fıkıhçılarin sözlerinin derlemesi
0,kitabi basligina bakarak aldim abdulaziz hocaya tanimiyordum okumaya basladim ancak bana istedigim gercekte neler yapilmasi bana bir sey katmadi
0,Pek sevdiğimi söyleyemeyeceğim doyurucu gelmedi
1,filmini izledikten sonra filmi iyi anlamak kitabını okumak istedim filmde hissettiğiniz şeylerden fazlasını hissediyorsunuz yerlerde kendinizi bulabiliyorsunuz güzel bir zamanda okuduğum benim özel bir kitap umarım okuyan herkes hikayede yerini bulabilir
0,felsefeyi genel olarak seviyorsanız alın eğitimde kullanacaksınız kesinlikle yararsız
0,Pek begendigim bir kitap olmadi yazik oyss cok buyuk bir beklenti almistim Ne yazik hoslanmadim
1,İlk emri oku olan inançlı insanlara neyle başlamaları gerektiğini gösteren bir kitap olmuş
1,O varmış öyle miymiş bütün kitap boyunca düşüncelerden düşüncelere sürükleneceksiniz
0,Molotof kokteyli hazırlamanın incelikleri pusuya yatmak doğru mevsim dağda pratik lezzetler fazlası kısaca hayata dair kitapta
1,Kesinlikle okunması tarihimiz hakkında faydalı bilgiler edinilmesini sağlayan bir kitap
1,Güzel bir kitaptı Çok severek okudum Türü sevenlerin hoşuna gideceğini düşünüyorum
1,Herkesin okuması gereken hayatın döneminde faydalı olabicek mühüm bir yapıt
1,dersime yardımcı oldu
1,Çok keyifli okunan bir roman Film gibiydi sevdim Okuyamama dönemindeyseniz okumanıza yardımcı olur kitap
1,Çok ilham verici bir kitap
1,Birileri bizi gerçekten hasta ediyor insanlar konuda fazla konuşamıyor Okuyun derim
1,çılgın adamdan güzel bir kitap
0,herkese hitap eden bir tarz değil bana doğal gelmedi ifadeler
1,2 sinif 7 yaşındaki cocugum severek okudu Bu yaş grubuna uygun tereddut eden var uygun
1,Kadın ülkesi ataerkil bakış açısının dışından bir bakış açısıyla dünya yaratma çabası ataerkil unsurları barındırsa güzel akıcı bir kitap
0,Komik mi Evet Eğlenceli mi Evet Lakin sonlara yakın kadar uzatılmışki sıkılmamak elde değil
0,Yahudi mistisizmi Kabala ilgi duyanlar başlangıç niteliğinde bir eser
0,Genel olarak beğenmedik iade ettim
1,İlk olarak kütüphanede okuyup beğenmiştik Evimizde olsun istedik Çok güzel duygulu bir hikaye
1,Türk Töresi Türk gençlerinin okuması gereken bir kitap Türkçü Ziya GÖKALP i rahmetle anıyorum
0,cok merak edip almistim fakat bisey katmiyor
1,İş Bankası Yayınlarının mükemmel yayıncılığından tavsiye ederim Muhakkak okunması gereken bir eser
0,Kitap gizemli erotik polisiye bir roman Akıcı bir anlatımı var kitap sonlara doğru tam bir polisi ye roman halini alıyor Lisede genç kızların güç mücadeleleri anlatılıyor Ve bir yeni gelen koçları Ki genç kızlar amigo kızlar oluyorlar Bilirsiniz amigo kızlar havalı sürekli yarış halinde kibirli olurlar Kitap fena değil beğenmedim İyi okumalar
0,Çizimler karmaşık Kızım beğenmedi
0,aşırı kendini tekrar etmiş ilerlesem bile aynı yeri okuyormuş hissi veriyor ben açıkçası sıkıldım öğüt veriyor fakat basit almış
0,Açıkçası sürekli tekrardan aynı şeyleri anlatmasından oldukça sıkıldım herkesin zevkine saygı duyarım bence sı ıcı bir kitap
1,eğlenceli şekilde sorulara cevaplar verilmiş
0,19 yüzyıl İngiliz taşra hayatını iyi temsil eden bir roman
1,Kadının güçlü oluşunun yanında güçlü erkeğin varlığını tamamlayıcı unsur olarak gören toplum kurallarının kadın erkek açısından eşit uygulandığı ikiyüzlü ahl k anlayışına karşı bir feminizmin sunulduğu bir kitap
1,güzel kitap 4 okuyuşum olacak
1,klasik zweig eserlerinden
0,Ütopya okumak iyidir arada Herkesin bildiği kötüleri kötülükleri yazmış Aralarda çoğu kişinin ütopyası olan konuları ele almış Çok beklememek lazım kitaptan Almasaydım olurmuş
1,mükemmel bir kitap kesinlikle herkesin okuması gereken bir kitap
0,pek beğenemedim olaylar sırasıyla anlatılmamış değerlendirmeler yapılmış bazıları bilgim olmayan konulardı kitaptan bilgi sahibi olamadım
