Puan,Yorum
1,freud un kızı anna savunma mekanizmaları çocuk ergen üstüne çalışmış eserde kuramının temelleri analizi var güzel bi kitap çocuk psikanalizine giriş niteliğinde
0,Dili sade akıcı Bence verilmek istenen duygu yüzeysel kalmış ortala bir kitap
1,BÖYLE KİTAPLARI OKUYUNCA OSMANLIYI VE O DÖNEMDE YAŞANAN AŞKLARI DAHADA ÇOK MERAK EDER OLDUM ÇOK BEĞENECEKSİNİZ
0,Başka umutlarla aldığım kitap malesef sönük kaldı ordan oraya geçilen küçük kısa hikayeler klişeleşmiş yazılar otuzundan sonra kendini iyi hissetmeni gerektiricek bişey bulamadım malesef üzgünüm tavsiye etmiyorum
1,İlk gördüğümde inanamadığım eşyalar hakkında kitap mi yazılır dediğim iyi 1 gecede biten bir kitap herkes okumalı bence
0,Yazar bir televizyon programında kitapta yazdığı görüşlerinden vazgeçtiğini söylemişti
1,Mahalle sıcaklığı sohbeti bir kadar hüznün bir arada yaşandığı yazıya aktarıldığı eser Etkisinde kaldığım düşündürücü bir öykü
1,Kesinlikle başarılı bir kitap akıcılığı tartışılmaz
1,Kitabın kapağına aldanmayın bir aşk kitabı
1,Eğitimcilerin çocuğunu okutan anne babanın mutlaka okuması gerek
0,fatih duman güzeldir düşünmeyin kitabı güzel değil
1,Ogluma arkadaslarina okudum Hepsi cok severek dinledi
0,Kitap güzel bir şekilde basılmış Ciltli elinize geliyor Ama baskı olarak sayfalar kuşe kağıt olabilirdi Fiyatı tabi biraz yüksek uygun olması gerekirdi Bu konuda kendini geliştirmek isteyenler iyi bir yapıt Anlatımı gayet güzel Mesela ben Makine Mühendisliği öğrencisiyim Benim kaynak olarak fazla bile Herkesin emeğine sağlık
1,fatih duman seferde şaşırtmadı
1,Beklediğimden güzel bir kitaptı Yaşar Kandemir hikayenin içerisine hadis i şerifleri öyle güzel yerleştirmiş olay kurgusuyla bütünleştirmiş sıkılmadan beğenerek okudum Eğlenceli diliyle çocuklarının ilgisini çekebilecek onlara Efendimiz sallallahu aleyhi sellem i hads i şerifleri sevdirebilecek bir roman
1,ironik şaşırtıcı insanı ters köşeye yatıran kısa öyküler bulunduran güzel bir eser
1,İnsanlar yaşamları içinde birçok şeye değer biçerler Bir dine bir gruba siyasi bir partiye bir futbol takımına bağlanmak şeklinde ortaya çıkar söz konusu değer Ancak zamanla insanlar değerleri yaşamları arasında tezat oluşturacak şeyler karşılaşırlar Genellikle yapmak istedikleri şeylerin yanlış olmasını istemezler Bu yüzden gerçeklerle yüzleşmekten kaçar gerçeğe karşı koymaya çalışırlar
0,Aldığıma pişman olduğum bir kitap oldu İçi bomboş bir kitaptı
0,beklentimi tam oalrak karşılamadı
1,Kesinlikle sevdiğim kitabı Bende yeri ayrıdır
0,pek begennedim orijinal evrensel bir bağlamla desteklenip yazılabilirdi çocuk kitabi olarak değerlendirmek zor
0,SIR romanının devamı olarak hikayeyi bitirmek mutlaka okunmalı yoksa ilk kitapta hikaye havada kalıyor Ama ben beklediğim etkiyi ikinci kitapta alamadım Bence kitabın son 1 3 lük kısmında artık bitireyim bir yere bağlayayım çabasıyla alelacele sonuca bağlanmış Yorumlarda genelde Sır dan sürükleyici denmiş Sır yaratılan merak Aurora nın İncileri nde hakettiği sona ulaşmamış Genede elbette okunmalı yoksa hikayeniz yarım kalır
1,hoş bir hikaye çocuklar uygun
1,Setteki 4 kitabıda kızım eğlenerek kısa bir süre içinde okudu beğendiğini söyledi İlk okul 3 sınıf seviyesinde güzel bir set
1,Çözmesi zevkli zor bir yayın
1,Çocuklarımız bizim gelecekteki liderlerimiz çocuklarımızın duygularına destek olmayı sürdürelim Ne güzelde demiş yazar
0,Açıkcası begenmedim çizimlerde anlatımında küçüklere hitap etmediğini düşündüğüm birtakım şeyler var
1,Arapça Türkçe karşılıklı olması faydalı ayrıca Gazali nin etkileyici anlatımı mükemmel bir eser tavsiye ediyorum mutlaka okunmalıdır
0,Ben kitabı yazan sanatçımıza hakim olduğu sanat dalında uzmanlaşmasını tavsiye ediyorum
1,Sabahattin Ali yi sevenler yine güzel bir eser
0,Zeki Velidi Togan ı anlatmaya gerek yok bilenler bilir Türk tarihine tarihçiliğine katkısı oldukça büyüktür Umumi Türk Tarihine Giriş adlı eseri piyasada yoktu İş Bankası Yayınları büyük iş yaptı ancak eserin dipnot kaynakçasını farklı bir kitapta değerlendirmek bence utançtır Togan a haksızlıktır Madem kitabı basmaya niyetlendiniz tek bir kitapta toplamadınız Günümüzdeki neşriyatçılık tek kelimeyle rezalet
0,Kitabın özet kısmında bile bir sürü eksik yanlış yer varken içeriğini tahmin etmek zor değil Tam araştırılmamış taraflı yazılmış olduğunu düşündüğüm bir kitap Sadece İslam ın boş bıraktığı alanlar denmesi bile kanıya varmamın kanıtıdır İslam hayatımızın bir kısmını değil tamamını güzel şekilde kapsar islamda değil Müslümanlarda eksiklik vardır
0,kitabı okumaya çalıştım aşırı derecede cinsel içerikli bir kitap afrodizyak etkili bir tozun kullanım biçimini konu edinen bir kitap mizah yaratıcılık ögelerine rastlamadım yarısında bırakıp aralara şöyle bir göz gezdirdim yok tahammül edemedim çocuk kitapları güzel kitabı okuyunca yazarın kızıma aldığım kitaplarına göz gezdirme gereği duydum yazardan soğudum benim sevmediğim bir anlatış biçimi içerik
0,ismine kanip aldim kitabi cok dikkat cekiciydi yazari araştirinca hayal kirikligina ugradim geri iade edecegim kitabi
1,hikayesi gerçekten güzel bir kitap yardımcısının aç gözlülüğünü konu alıyor çizimlerini beğendik
0,Kaynaklar indeks dipnotlar konulmamış 194 195 inci sayfalar eksik Bu baskıyı kimsenin almamasını tavsiye ediyorum
0,Kavramlar tam açıklanmamış Ağır bir eğitim bilimi dili kullanılmış Montessori nin felsefesini kendi kitaplarından kendi ağzından okumak faydalı olacaktır kanaatindeyim
0,ÇOK KARMAŞIK ANLAŞILMASI GÜÇ BİR KİTAP
0,Aman içine iyi bakın konular ilginizi çekiyorsa alın Bol tekrara düşmüş şimdi anlatıyorum öncede anlattığım cümlelerde boğulabilirsiniz Bitse gitsek dediğim nadir kitaplardan
0,konu güzel anlatım tarzını pek beğenmedim kahramanın ağzından anlatırken gereksiz anlatımlar yapılmış
0,Kapağı kadar ilgi çekici olsa çizimleri anlatımı kesinlikle ürkütücü bir kitap
1,Yazarın okuduğum ilk kitabı Dili oldukça akıcı kitabın konusu bir kadar sürükleyici
0,19 yüzyıl İngiliz taşra hayatını iyi temsil eden bir roman
1,Memnuniyetsiz oğluşa
0,Kitap sade konuyu yüzeysel olarak kavramlar halinde aktarıyor sadece O nedenle almanızı tavsiye etmem Ben memnun kalmadım
1,Hilafetin kureyşliliği meselesini anlamak okunması gereken bir kitap
1,Fen dersleri konularını güzel görselleştirerek eğlendirerek kalıcı öğrenmeler sağlıyacak bi set Muhteşem
0,İnsanları kandırmak mükemmel
1,Çocuğunuza okumayı sevdirebileceğiniz kitaplardan
0,hiçbir işime yaramadı açıp bakmadım bile
0,Allahimanet Bosna ismini görünce Bosna dan Osmanlı göç edenlerin duygusal tarihlerini merkeze alan bir kitap beklerken buna yer veren çokca istatistiki veriye dayalı bir kitap Genel okuyucuya hitap etmediği kanaatindeyim Bu alanda akademik çalışma yapanların istifade edebileceğini bir kitap Beklentiyi yüksek tutmamak kaydıyla
0,Dili ağır geldi bana sıkıldım bıraktım okumayı
0,Arkadaşlar burda yazmamışlar kitap aczimendi tarikatını Müslüm Gündüz ü anlatıyor bilginiz olsun
1,İnsanoğlunun denli acınacak halde olduğunu anlatan gerçek matriksi avanaklığın içinde bir narsizm bencilik ifşa eden bir kitap Üç boyutlu bir kitap düşünün Bir kavram misal gerçek kavramı xyz eksenlerinin hepsinde var Değindiği gerçek kavramı gerçekten gerçek l kin kitabın özelliği gerçeklerin aynı zamanda birer yalan Kapitalizm öncesi Müslümanlığın müslüMALlığa dönüştüğünden tutun tanrının yeniden ölmesine paradan tutun damarlarımızdaki kana dönüştüğüne kadar herşeyi açıklıyor
0,BAYILDIM okumalısınız
0,Kitabın içeriği tatmin edici değil bilgiden ziyade hikaye anlatır yazılmış bir eser tavsiye etmem
1,Çok iyi kategorileşmiş harika bir kitap
1,Tadı buruk yürek burkan bir hikaye
0,Toplum icin mi sanat yoksa sanat mi sanat düşüncesini aklimdan çıkaramadım kitap boyunca Elif Şafak bence eskiden sanat sanat yapardı Su an icin değişmiş durumda Ismarlama bir kitap geldi bana toplumda sorunlar var ben bunu bir romanla anlatayım kitabı olmuş
0,Hulki Cevizoğlu kitabı olsun
0,Kitapta yanlış eksik sorular bulunmakta Örneğin 46 Sayfada yer alan 20 Sorunun şıkkı yanlış Aynı konuları tekrar eden birden fazla soru var Kanun maddesini olduğu şık olarak koymuşlar Kanun maddesini dolandırarak sormak azından yorum yapmaya açık hale getirirdi
0,Kitabın dili argo özellikle kdınları rahatsız edebilecek tarzda yazılmış bukowski beklentilerimi karşılamadı malesef
1,Gerek sınava hazırlanan öğrencilerin gerekse aile rehberlik hocalarının faydalanabilecekleri güzel bir kitap
1,Sade dili akıcılığı herkesin anlayabileceği kolaylıkta Harika bir eser Bilhassa gençlerimiz okumalı
0,Kaybedilen bir eş aldatılan bir kadın gayrimeşru bir çocuk aceleyle yapılan bir evlilik Aşk kadar büyük olursa olsun bir kadın başka bir kadını aldatan bir adamla olmamalı normalmiş kitaba dökmemeli
1,hocamızın tavsiyesiyle aldığım bi kitap
0,kitap siyah beyaz renkli olsa ilgi çekici olabilirdi Beklentimin altında kaldı
1,Haydar Ergülen in sevdiğim kitabı İdiller Gazeli şiirinin yer aldığı harika bir eser
0,Kitabı alırken biraz tereddüt ettim yazardan dolayı biraz bakınca önerile bir kitap olduğunu görüp aldım Daha ilk sayfayı bitirir bitirmez keşke almasaydım dedirtti Ben biyografik kısmen tarafsız bir kitap beklerken elime resmen roman geçtiğini anladım Yani cidden kadar gereksiz övgüler var okurken kriz geçirdim Arkadaşlar kitabı güzel kaliteli bilgi almak isteyen okurlara kesinlikle önermiyorum Ama kafasını malum gazeteden kaldırmayan tayfanın bayılarak okuyacağını düşünüyorum kaldı yorumlardan anlaşılıyor
0,Kitap satmak oluşturulmuş konusu diğer kitaplarda olan şeyler Tamamen maddi amaçlı
0,Çok tavsiye ediyorum diyemem zira inançlı iseniz inancınızın temellerini biliyorsanız sadece bir kaynaktan değil bir noktadan özellikle din konusunda yıllarını adamış bir insan varken kitap afaki kaldı gözümde Eminim yazarımızda belirli bir araştırma süzgecinden geçirerek yazmıştır bana açıkçası gereksiz geldi
1,Dönemi tanımak anlamak açısından önemli bir eser Gerçekle efsanenin yogruldugu güzel bir çalışma Elbette kütüphanede bulunmalı
1,Aşk Gurur kitabıdır Yapilan çeviriye göre ismi Gurur Önyargı olarak geçmektedir Farklı bir kitap sanmıştım ancak değilmiş Alanlar dikkat etsinler
1,güzel bir kitap insanlık tarihinin kadir gecesini bayramını anlatıyor
1,beğendim güzel bir kitap tavsiye ederim
0,Anlatım dili açısından güzel buldum fakat konusu itibarıyla beğendim diyemem
0,Kitapta sadece SSCB nin son yıllarındaki siyasetçilerin tutumlarını anlatıyor Ben şahsen beğenmedim
0,yahu akıcı diyen arkadaşlar mi kitap okumadınız onlarca kitap yazar sayarım basit örnek necati sepetçioğlu atsız okuyun aradaki farkı görün cemil meriç nfk falan demiyorum bile Bu nas yetersiz bir üsluptur konu mükemmel konuyu işleyiş berbat Adamın elinde elmas var ondan çivi yapmış duvara çakıyor yazık böyle tarihin akışını değiştiren bir kahraman hükümdarın hayatı ancak kadar kötü yer yer yanlış anlatılırdı tebrik ediyorum Kitapta Aybek Şecereddür e hayatım bir tanem hitap ediyor duzeysizliktir gerçekten kitabin üslubuna akici mükemmel diyenler önce kitap okumayanlardir net
1,of oofff dedirtiyor Acıyı gülümsemeyi yanlarındaymışsınız hissedebiliyorsunuz
1,Amway in ciosu randy gage in tecrübelerinden faydalanmak gerek
1,Gerçekten kaliteli soruların yer aldığı çeşitli bir kaynak
1,Bu kiapta şemsiyesini yanından ayırmayan Toto yu anlatıyor Bu kitabı okurken eğelendim
1,kısa kısa 13 öykü okuması ayrı bir güzel ayrı bir tat
1,Ufuk açıcı çocuk kitaplarından Okutulmalı çocuklarımıza
1,Metin Abinin kitabının özeti aşağıdadır efendim Cilt bakımı nın koskoca bir sektöre dönüştüğü uğruna on milyarlarca doların nice emeğin zamanın harcandığı bir görüntü dünyasının unutulan gerçeğidir ruh bakımı
1,kitapta ortaokulu bitirmiş bir gencin köye gelerek köyün güzelliklerini keşfetmesini insanların özellikle kadınların zorluklarla çalıştıklarını anlatıyor genç köyün imamı tanışıyor imamın peygamber efendimiz sallallahu aleyhi vesellemin söz davranışlarını anlatarak insanların gönlüne girdiğini görüyor Allahı peygamberi seviyor En sonunda doktor olmaktan vaz geçiyor gönül doktoru olacağım diyor Nasıl karar veriyor romanı okuyun derim şiddetle 9 12 yaş arası çocuklara tavsiye ederim Herkes okumalı bence Peygamber sevgisini güzel aşılamış Allah razı olsun prof dr mehmetyasarkandemir hocamızdan kitaptavsiyesi
1,Ölüm şifresinden sonra kitabı ilgi çekici
0,Yazarın OL DEDİ OLDU isimli 2 ciltlik serisinden sonra kitabı okudum Serideki çoğu bilginin tekrarı olduğu yeni bir kitap sayılmaz K inatın yaratılışı tasavvuf bilgiler arasında bağ kurmaya çalışıyor L kin çaba başarılı ikna edici değil
1,kişiyi ayrı bir dünyaya götürüyor
0,Bu romanı beğenmedim Gerçekçilik adına bayağı kişiliklerin yaşadıkları ilgi çekmeyen olaylarla doldurulmuş bir roman
1,Okulların açılacağı günlerde ebeveynlerin mutlaka okumasını tavsiye ettiğim bir kitap Dijital Dünyada E Beveyn Olmak Çocukların dijital dünyaya hızlı adapte olduğu günümüzde ebeveynlerin kitaptan öğreneceği var
0,Hatice Kübra Tongarın kitaplarını severim kitabını keşke almasaydım dedim Çünkü kitap size bolca boş satırların bırakıldığı bir günlük Defter Sadece gün kısa bir oyun yada beraber vakit geçirmek öneriler var kadar
0,gerçeklerden uzak yanli bir şekilde yazılmış okuyup kendimizi yanlış şeylere kaptırmayalim bence
0,Açlık oyunlarından sonra hayal kırıklığınauğradığım seri
0,Hiç lazım değil
1,Bu kitabı babaannem beraber okuduk O kadar komik Okurken kahkahalara boğulduk Herkeze tavsiye ederim
0,sorular kesinlikle tyt yle uyumlu degil cok baslangic seviyesindekilere alisma acisindan ancak tavsiye edebilirim
0,Kitap Ahlakı yüce değer kabul eden bir grup insanın hikayesini anlatıyor Amerikanfilmlerindeki aşırı hayalcilik eseri kitapta fazlasıyla mevcut Benim zaman kaybıydı
1,Çok eğlenceli bir hikaye kitabı aynı zamanda çizimlerine bayıldım bence 2 yaş üstü uygun bi kitap tavsiye ederim
1,sabahattin Alinin yine harika kitaplarından ayrıca iç ses konuşmalarına yer verip psikoloji alanını ilgilendirebilecek önemli bir eser olduğunu düşünüyorum
1,uzun zamandır joyce okumak istiyordum okuduğum ilk kitabıydı son olmayacak
0,Kitap kızımı sarmadı Yarıda bıraktığı ender kitaplardan
0,Beklediğimin altında Bana neredeyse hiçbir katmadı
0,Kitap bence yazarın diğer kitabı Gıcıklar gibiydi Beğenmedim Sadece iki kişinin yaşamı üzerinde yoğunlaşmış Ölen kız sonradan kitaba dahil edilmiş Boş zaman aktivitesi bir kitap Kısa molalarda okuyabilirsiniz Dili yorucu değil Ama olay örgüsü sabit değil Eğer sadece vakit geçirmek bir kitap arıyorsanız sizin ideal bir kitap
1,Sürükleyici bir anlatımı var Tavsiye ederim
0,Benim şiirle pek aranız yoksa bir anlamama ihtimaliniz yüksek
1,Protestanlığın laisist yapıların çıkış noktalarını tarihsel kökenlerini tetkik ediyor
0,Nedense beğenemedim bana uygun değildi
1,insanların ait olmadıkları yerlerde yaşadıklarına dair güzel bir kitap
1,Çok iyi bir kitap Kitabın kurgusunun güzelliği kadar çevirinin güzel olması kitabı okutturuyor
1,Cemil Meriç ten kötü kitap olmaz beğendim kitabın içimdeki bilgiler güzel ele alınmış güzel tasvir edilmiş
1,VAZGEÇİLMEZLERİMİZDEN OLAN NASREDDİN HOCA BU SEFER BZİLERE İBRET VERİCİ HİKAYELERLE KARŞIMIZDA
1,Yazar 90 yıllarını güzel kaleme almış hikayeler akıcı yaşıyormuşcasına okuyorsunuz son zamanlarda okuduğum iyi kitaptı Gerçekten herkese tavsiye ediyorum muhakkak herkes okumalı Bu arada kitabın içindeki şiirlerde güzel
1,etkileyici bir eser 3 gencecik insanın son günlerinin anılarının anlatıldığı uğruna ölümü göze aldıkları ideolojilerinin arkasında sonuna kadar dimdik durduklarını ölümü bile göğüsleyen Deniz Yusuf Hüseyin nin gercek yaşam öyküsü 68 kuşağını anlamak ön yargilarinizi bir kenara bırakıp okumalisiniz siyasi düşünceniz olursa olsun çözüm asla ölüm olmamalı
0,kardeşime almıştım beğenmedim
1,Kafkanın eserleri sorgulatıcı düşündürücü nitelikte
1,akıcı bir dil dostoyevski yine döktürmüş
1,Akıcı bir dile sahip hoş bir eser
0,okurken sıkıldım bana göre değilmiş bunu anladım heyecan arayanlar uzak dursun
1,Tüm ebeveynler okumalı kitabı
0,uzun zamandır kadar sıkılmamıştım röportaj şeklinde soru cevap ilerleyen kitap yazarın önceki kitabının reklamı adeta Aynı zamanda fazla kendini tekrar eden kısımlar var
0,Yazarın kelimeleri hatta aynı cümleleri kere kullandığı zor ilerleyen tuhaf benzetme kelimelerle dolu Sadece adı güzel olan sıradan bir kitap Hayal kırıklığı
0,Hayal kırıklığı yaşadığım bir kitap İçinde bir takım aura hissetme hakkında bilgiler var bana saçma geldi okumayı bitiremedim
0,dilenerek ülkeyi gezen anlattığı hikayede boşluklar bulunmasından dolayı pek samimi gelmeyen bir kitap
1,Kitap gayet kaliteli almak isteyenlerin içi rahat olsun Sadece içindeki hareketleri kısımların küçük çocuklar uygun olmadığını düşünüyorum
0,iç sayfalardan örnekler olsaymış iyi olurdu
1,Kitap okuyan herkesin mutlak okuması gereken bir kitap
1,Alınıp okunmasi gereken bir kitap
0,Adı yanlış konulmuş bir anlayıştır tarihselcilik Kur an ı tarihe gömmek değildir hak ettiğini tekrar Kur an a vermektir tarihselcilik Her akımın temeli Kur an dır sözde mezhep Kur an dan beslenir keza tarikatlar Nasıl bir kitaptırdır soruna çözüm üretir Bilim çıkarmaya çalışanlar bir tarafta elinde hesap makinesiyle 19 a takılanlar bir tarafta Kur an sadece sadece ahlak vicdan kitabıdır
1,Acemi yolcu Yani sevabiyla günahıyla insan
1,Merakla okuyorum gayet sürükleyici bir roman
1,Başucu kitabı bi sıkıntımı var cevap kitaplarda
1,2016 avrasya maratonuna katılmadan önce aldım bana yardımı oldu kendimi kitapta buldum diyebilirim
1,Babamın okuduğu benim merak ettiğim bir kitap
0,Sayfa tasarımı baskı kalitesi dışında iyi bir yanı yok İçerik zayıf basit kurallar üzerinde durulmuş kesinlikle piyasada iyi senaryo kitapları mevcut
1,sade basit biçimde temel hareketleri gösteriyor yeni başlayanlar faydalı
0,Bir öykücüden deneme türünde eser gelirse böyle oluyor Edebiyat yüzden ilerlemiyor Öykülerini severek okuyorduk fakat deneme işi nerden çıktı anlam veremedim Keşke yazar öykü yazmaya devam etseydi Ayrıca bir kelime anlatılacak durum duyguların sırf farklılık olsun fazla kelimeyle anlatılması bıkkınlık verici
1,Psikoloji alanıyla ilgili olanların mutlaka okuması gereken bir kitap
0,beğenmedim Belki ilgilelirine hoş gelecektir beni pek açmadı
1,Düşüşler yaşasa yer yer üst düzeye çıkan bölümleriyle Shakespeare eserinin olduğu keyifli bir oyun
0,Bir türk çengel bulmacasını kadar çözebiliyorsunuz Düşününki bide bilmediğiniz bir dil olsun Kitap benim tam bir hayal kırıklığı Çok paranız varsa bilemem tabi
0,Kediyle ilgili kısımları saymazsak onunda genel kurguyla alakası yok yüzlerce polisiye okumuş olarak tavsiye etmiyorum
0,Yazar elli sayfada anlatabileceklerini tekrarlar fazla uzatmış Ayrıca fazla parantez içi yorum var odaklanmayı engelliyor Başka kaynaklardan alıntı yapılarak bir derleme havası hakim olmuş Plancılara fazla katkısı olacağını düşünmüyorum maalesef
0,Sadece ismine aldanıp kitap alınmayacağını bi öğrenmiş oldum sadece kendi dusuncesindekilere yazılmış bir kitap kucaklayicilik yok
0,Kurguyu sevmedim hele imanı zayıf okumamalı
0,Belirli bir kişiyi övmek amacıyla yazılmış gereksiz bir kitap
0,Beğenemedim anlaşamadık öyle miymiş le Bir türlü içine giremeyerek okuyama çalıştım Sıkıcı bir süreçti İlk kitabını okumamalıydım
1,Six sigma kalite yönetim süreç iyileştirme verimlilik sistemini iyi anlatan kitaplardan Baskısı tükenmiş yakında 2 baskısı çıkacak mühendislerin yöneticilerin çözüm planlamayla ürün hizmet geliştirmeye ilgisi olanların okuması gereken bir kitap
0,Bir ji bira min ji ber vergera ew qas xerab naçe Ne ku redaksiyon l vergerandin çewte Bila verg r bibexşine l div xwe hineki hini Kurdi bike
1,Okumakta geç kaldığım hayıflandığım bir kitaptı ancak okuyunca doğru zamanın şimdi olduğunu anladım Kişisel menkibe üzerine düşündürücü özel basımıyla kutu resimleriyle gayet iç açıcı
0,Kitabın reklamını iyi yaptılar konu fena değildi hikayenin gidişatı kötüydü nitekim alakasız saçma bir son buldu Beğenmedim
0,Mine Söğüt ün ilk okuduğum kitabı Açıkcası beğenmedim yorumlarda belirtildiği sarsıcı değil Ama içindeki resimler orjinal güzel
1,Talha hoca duayen bir isimdir Meraklilari icin jesinlikle oneriyorum Ayrica gorseller harika
1,TYT Türkçe çıkan sorularla benzerlik gösteriyor Tavsiye ederim
0,uzakname kitabında kendisini kadar beğendiysem kitabında kadar tiksindim bir insan bir şeyi kadar iyi kadar kötü yapabilir işte size iki güzel örnek
1,Yazarın fazla karakteri birbirine bağlaması olay örgüsü sürpriz sonu güzeldi ancak aydınlığa kavuşmayan bir iki nokta kaldı bana göre onun dışında kitabı 1 solukta okudum
0,Çeviri kadar başarılı olsa tercüme edilmiş şiirlere ısınmak pek kolay olmadı benim
1,kardesimin severek dinledigi masallardan icerik kitap kalitesi olarak cok begendim fiyatida cok uygun
1,Selamun aleykum Sayın Diyanet İşleri Başkan Yardıcımızın gayet açık anlaşılır biçimde hazırladığı kitap hadis ilminin usul kısmını halletmek isteyenler son derece faydalı olacaktır
0,Çözümleri kadar kötü anlatılmış resmen sadece sorunun cevabı yazılmış sadece çözümleri guzel olan başka kaynak alın derim
1,Adichie Afrika edebiyatinin onde gelen isimlerinden Afrika ilgi duyanlarin mutlaka okumasi gerekli Bu kitaptaki kisa oykulerde iliskiler evlilik sadakat problemi konulari ustalikla islemis Bilhassa karakterler cok canli tasvir edilmis
1,sosyoloji notları isteyenler elbette cemil meriç giriş yapmalı
0,Kitabı almam bilmem yıllar sürdü okumam öyle olacak Benim ilerlemekte oldukça zorlandığım bir kitap oldu Bir gün bitirebilirsem fikrim değişirse iadei itibar yine yazarım
0,fazla yabancı dilde kelime var zevk vermedi
1,Bir gecede okuduğum muhteşem bir romandı
1,çalışan annelerin kurtarıcısı
1,Oğlum kısa zamanda bitirdi sevdi sayfaları Biraz fazla sayfa olsaymış düşündüm
1,Osmanlı Tarihinin önemli dönüm noktalarından olan 93 Harbi birincil bir kaynak niteliğinde eser
0,Prensesim ben sendromuna yakalanmış kadınlara yönelik yazılmış bir kitap Kitap deme nedenim sadece bir araya getirilmiş sayfaları olması nedeniyle yoksa bir kitap değil
1,rasulullahın s a v yanında gazalarda bulunmanın hakkıydı aşere i mübeşşerenin kutlu isimlerinden olmak
0,Bir ogretmen olarak beğendim kitaplığımıza aldık
1,Sultan Abdülhamit le ilgili varsa okurum
1,Değişik bir konusu olmasa yazar serinin sonunu getirecek diyerek okudum Ben bir çıkar yol bulamadım Umuyorum benim istediğim biter Beklentilerimin üstünde çıktı
0,Evlilkle ilgili yüzeysel konulara değinmiş Okuyanı etkileyecek bilgiler pek yok Evlilikle ilgili okunacak kitaplar arasında gösterilemez
0,İlk bir kitabı yarıda bıraktım Tavsiye etmiyorum
1,Güzel bir çocuk kitabıydı
0,Yazarin bilgisiyle kitabin akisi harmanlanmamis bi kac sefer birakmak istedim bitirmek icin kendimi zorladim
1,kadınların azmi dünyayı kurtaracak
0,inanılmaz zor bir kaynak normalde çıkmış sorularda fulleyen ben kaynakta 8 soruda 3 doğru zor yapıyorum ayrıca bissürü zamanım gidiyor şevk kıran cinsten bence
0,Beklentilerimi kesinlikle karşılamadı
0,Olduğundan abartmak gençleri yersiz bir heyecana dünyaya sürükleyecektir
0,Beklentimin altında kaldı yazık Daha fazlasını ummuştum Çok kısıtlı sayıda gelişigüzel kişileri almış Dahası bilimsel çalışmaların sadece isimlerinden bahsediyor bazılarından sadece Biraz üstünkörü bir araştırma sonucu yazıldığı hemen ele veriyor kendisini Beni tatmin etmedi açıkçası
1,Sevda sözlerinden kendi ruhuna indiği bir kitap olmuş Minimal öykülerle size sorgulamaya sürüklüyor
1,Küçük kızım beğendi tavsiye ederim
0,Kitapta Hawking kendi inancını ispat eveleyip gevelemiş Gerçekten pek bir bilimsel tutarlılıkla yazılmamış diğer kitapları akıcı değil
1,Freud anlayabilme açısından guzel bir kitap Fromm un kitapları iyice okunmalıdır
1,Kızımın beğendiği zaman geçirdiği kitap koparılması kolay olduğundan kızım yırttı
0,Okuduğum kitabın anlattığı konusunda hala bir fikir sahibi olamadım Sonuç olarak yazarın üslubunu beğenmedim
0,Yetkin olmayan kişilerin mitolojiyi yeniden kaleme alması kitap örneğinde olduğu kötü sonuçlar doğurabiliyor Anlatım kuru dili yavan mitolojik anlatım dilinden uzak konuyu ele alış tarzı bilerek okuyucuyu yanıltamaya çalışma vb gördüm Beğenmedim
0,Okumuştum hatırlamıyorum
0,beni göz koleksiyoncusu paket kadar etkilemedi sürekli olayların içinde oldu şimdi oldum sonunu bağladığı nokta tatmin edici değildi
0,kitabı ismine bakarak aldım hayal kırıklığı yaşadım Kitap okuyunca siyasi eleştiri olduğunu gördüm kitabı dinlenmek okuyan birisi hayal kırıklığı
0,Bu kitaptan anlamam gerekiyor bilemedim Fili alıp teslim ediyorlar Neyi güzel Biri açıklasa makbule geçer
0,Popüler kültür zehirlenmesi yasayan yeni yetme yazarlar türedi Bu yazarlik kavramini sorgular hale getirdi Okudum kitabi bunu nasil basabilirler yahu Zulümdür günahtir
1,Forever Sevim Ak
0,Ayrıntıya fazla önem verilmiş okurken heyecan bulamadım sıkıldım
0,Kitapta sadece tasvirleri sevdim onun dışında kurgu konusu boştu
1,Güzel eğlenceli bir hikaye kitabı
0,Tavsiye etmiyorum Evet gerçekler benim travmatik bir süreç oldu Uzun süre kendime gelemedim
1,Macera okuyupta önce farketmemişim hayret doğrusu Tavsiye üzerine iyiki almışım
0,Çetin ACAR Fetö yü övmüş yönlendirme yapıyor Dikkatleri dağıtmaya çalışıyor İnsanları hedeften uzaklaştırıyor
0,Akıcı faydalı bir kitap İçeriğinin çoğu bilinen çözümlerden oluşmuş
1,kendini kandırmayı başaramayacaksınız
1,Çizimler başarılı Klasikleri okurken sıkılan büyükler bir alternatif olabilir Çok beğendim 2 cilt harikaydı
0,Mekanik yavan bir anlatımı kişisel gelişim kitapları üslubuyla renklendirmeye çalışmış yazarlar Okunması zor ilerlemeyen tatsız bir kitap olmuş Çeviri pek başarılı değil
0,Yazar kitaplarının kapağına kendi fotoğrafını koyuyor Kitaplarının içeriği birbirinin aynısı
0,30 Sayfaya kadar dayandıktan sonra geri dönüşüme attım Böylelikle kitabın içindeki enerji yi iyi yansıtacağını düşünüyorum
0,cumhuriyetin kurucularına içten içe beslenen bir nefretin kitaplaşmış hali özellikle cumhuriyetin ilk dönemini günümüz fesli sinin diliyle anlatmış
